	gene	pops
2459	NSP1	P2F09
2460	SUI2	P2F09
2461	MDE1	P2F09
2462	HEL1	P2F09;P2B05;P3G10
2463	KAE1	P2F09
2464	DBP9	P2F09
2465	GSF2	P2F09;P3E02
2466	CDS_XIII_357395_361357	P2F09;P1C04
2467	TVP18	P2F09
2468	FSH2	P2F09
2469	PIP2	P2F09;P1E04;P3G09;P2C05
2470	CDS_XVI_850971_854933	P2F09
2471	VPS15	P1B04;P2B05;P3G09;P2D11;P2F07;P2C02;P2G09
2472	KTR4	P1B04
2473	RGD1	P1B04;P2E06
2474	IMG1	P1B04
2475	CDC48	P1B04;P3C11;P3B11
2476	RRP42	P1B04
2477	SWM1	P1B04
2478	CFT1	P1B04
2479	PHO92	P1B04
2480	AFG3	P1B04
2481	HMF1	P1B04
2482	SCS3	P1B04;P1D03
2483	SNF4	P1B04
2484	RMD9	P1B04;P3G10
2485	RPL7A	P1B04
2486	MCO32	P1B04
2487	SHY1	P1B04
2488	YHB1	P1B04;P1B04;P1B04
2489	MAL11	P1B04;P2C11
2490	SSF1	P1B04;P2C06
2491	HXT1	P1B04;P2B08
2492	TOM71	P1B04;P3D05;P2C06
2493	ATP12	P1B04
2494	SFH5	P1B04;P2G04
2495	BET4	P1B04;P1F05
2496	ISY1	P1B04
2497	HAP4	P1B04;P1G11;P1D03;P1D03
2498	SIS2	P1B04;P2C05
2499	AYT1	P1B04;P1E04;P3D05;P3E11;P1D03
2500	UBR2	P1B04;P2B05;P2G04;P3E11;P1C04
2501	RAX2	P1B04
2502	ICT1	P1B04
2503	MDM30	P1B04
2504	YOX1	P1B04;P3G10
2505	MRPS8	P1B04
2506	RNH1	P1B04
2507	FIG4	P1B04
2508	SIP3	P1B04;P1F05
2509	YCK2	P1B04;P2C05
2510	CRT10	P1B04;P3E02
2511	PEX15	P1B04;P1C04
2512	STI1	P1B04
2513	MKK1	P1B04;P2C02
2514	ALA1	P1B04
2515	HUT1	P1B04
2516	YPL058C;YPL058C	P1B04
2517	NOP4	P1B04;P2E06;P2C05
2518	CMR3	P1B04;P3D05;P2C05
2519	COG4	P1B04;P1B03;P2B05
2520	SPN1	P1B04
2521	IMD1	P1B03;P2B05
2522	MRPL16	P1B03
2523	NPL4	P1B03;P2D06
2524	ERV15	P1B03
2525	CHA1	P1B03
2526	RNQ1	P1B03
2527	PAT1	P1B03;P2E06
2528	MRX16	P1B03
2529	MTH1	P1B03;P3B11
2530	SHQ1	P1B03
2531	RTR1	P1B03
2532	YER158C;YER158C;YER158C	P1B03;P2F07
2533	MVB12	P1B03
2534	ERC1	P1B03;P1F05
2535	PRM10	P1B03
2536	RCI50	P1B03
2537	SHE2	P1B03
2538	SMY1	P1B03
2539	OSW2	P1B03
2540	NBP1	P1B03;P2C02
2541	MOT3	P1B03;P3B11
2542	RTT106	P1B03
2543	NIS1	P1B03
2544	TLG2	P1B03
2545	MSC6	P1B03;P1E04
2546	MRS6	P1B03;P2C05;P2C02
2547	ASN1	P1B03;P2D06;P2C02
2548	RIB1	P1F08
2549	RPB7	P1F08
2550	FIT1	P1F08;P1E04
2551	RET2	P1F08
2552	SWC4	P1F08
2553	SPR3	P1F08
2554	PCT1	P1F08;P2B05;P3G10
2555	ENO1	P1F08;P1F05
2556	CDS_VIII_544610_548575;CDS_VIII_548556_549992	P1F08
2557	VTH2	P1F08
2558	CCT5	P1F08;P2B05
2559	CTS1	P1F08
2560	SEC72	P1F08
2561	SIR3	P1F08;P2D06
2562	AIM32	P1F08
2563	CGI121	P1F08
2564	PET111	P1F08
2565	POP1	P1F08;P3B11
2566	CYT1	P1F08
2567	FSF1	P1F08
2568	BUD7	P1F08
2569	ATP4	P1F08;P3E02
2570	KIP1	P1E04;P1H11
2571	MRPL27	P1E04
2572	RPN5	P1E04
2573	QRI7	P1E04
2574	SLC1	P1E04;P2C11
2575	DBF4	P1E04
2576	PPH3	P1E04
2577	HLR1	P1E04
2578	SUC2	P1E04;P2C05;P2E08;P2G09
2579	CCT2	P1E04;P1G11;P2D06
2580	TCA17	P1E04
2581	GLN3	P1E04;P3B08
2582	SWI4	P1E04;P2D06;P3F09
2583	RPH1	P1E04;P1F05
2584	PES4	P1E04
2585	GUS1	P1E04;P2G04
2586	SEC15	P1E04;P3F07
2587	TIP20	P1E04
2588	OCH1	P1E04
2589	JAC1	P1E04
2590	ENP2	P1E04;P1C04
2591	VPS29	P1E04;P1D03
2592	NEL1	P1E04;P2C06;P2C02
2593	INM1	P1E04;P1F05
2594	YHR211W;YHR211W	P1E04
2595	GON7	P1E04
2596	GEA1	P1E04
2597	EAP1	P1E04
2598	MUD2	P1E04
2599	LIP2	P1E04;P3D05
2600	VPS34	P1E04
2601	BUD6	P1E04;P2C05
2602	SPO20	P1E04
2603	STB2	P1E04;P3F03;P2D06
2604	YMR229C;YMR229C	P1E04
2605	MID1	P1E04
2606	LYP1	P1E04;P2B08
2607	RRG9	P1E04
2608	SSB2	P1E04
2609	YNL104C;YNL104C	P1E04;P2B05
2610	RPS7B	P1E04
2611	YPT53	P1E04
2612	MDM20	P1E04;P2B05;P2G04;P2C05
2613	NGL1	P1E04
2614	PLB3	P1E04
2615	TOP1	P1E04
2616	SKI7	P1E04
2617	CDS_XV_704342_708361;CDS_XV_708339_709655	P1E04
2618	ABP140	P1E04;P2E06;P3B11
2619	HAP5	P1E04
2620	HRR25	P1E04
2621	BRR1	P1E04;P2E11
2622	ALG1	P3F07
2623	MPC2	P3F07
2624	SOL3	P3F07
2625	NPA3	P3F07
2626	MET1	P3F07;P2C05
2627	FRA1	P3F07
2628	RPN13	P3F07
2629	URA5	P3F07
2630	MVP1	P3F07
2631	RTP1	P3F07;P2B05;P1E09
2632	ROY1	P3F07
2633	PPA2	P3F07
2634	FAR11	P3F07;P3G09;P1F05;P1C04
2635	FPK1	P3F07;P2B05;P3D05;P1F05
2636	PFK27	P3F07;P1F11
2637	IZH4	P3F07
2638	CRS5	P3F07
2639	HAL1	P3F07
2640	SNC1	P2B05
2641	FRT2	P2B05;P2E06;P1C04
2642	DEP1	P2B05
2643	SCO2	P2B05;P3F09
2644	ADH5	P2B05;P3G10;P2D06
2645	CSH1	P2B05
2646	RSC6	P2B05;P2B05
2647	TRX3	P2B05
2648	THI13	P2B05;P3E02
2649	KIN28	P2B05;P2C06
2650	DIA3	P2B05
2651	NSI1	P2B05
2652	SHU2	P2B05
2653	XRS2	P2B05;P3E11
2654	DXO1	P2B05
2655	PFA5	P2B05
2656	SPS1	P2B05
2657	MNT3	P2B05
2658	HOM3	P2B05;P2G04;P2F07
2659	RGI1	P2B05
2660	GYP8	P2B05;P1D03
2661	CLG1	P2B05;P2C11
2662	GTS1	P2B05;P2B05
2663	NSR1	P2B05
2664	ERG1	P2B05
2665	RNR4	P2B05
2666	HUA1	P2B05;P2B08
2667	HSE1	P2B05;P3D05;P3E02;P2C02
2668	MNN5	P2B05;P2D08;P2G04
2669	YHC3	P2B05
2670	MHO1	P2B05;P2E06
2671	SSC1	P2B05;P3C11
2672	YET1	P2B05
2673	TFA2	P2B05
2674	GRC3	P2B05;P2C02
2675	SPH1	P2B05;P1F05
2676	GAS2	P2B05;P2C05;P3E02
2677	ELO3	P2B05;P2E11;P3E02
2678	ECM7	P2B05;P3E02
2679	MTG1	P2B05
2680	YMR317W;YMR317W	P2B05
2681	NSG2	P2B05
2682	YDJ1	P2B05
2683	TGL5	P2B05
2684	MGM1	P2B05;P3D05;P2C05
2685	CLP1	P2B05;P3E11
2686	MCH5	P2B05
2687	SCP1	P2B05
2688	NUD1	P2B05
2689	AMF1	P2B05
2690	RDR1	P2B05
2691	CAM1	P2B05;P2C05
2692	EGD1	P2B05;P1E09
2693	SVL3	P2B05;P1C09;P2G04
2694	AEP3	P2B05;P1E09
2695	FUN26	P2E11
2696	CIT2	P2E11
2697	GAL3	P2E11
2698	SXM1	P2E11;P2C05
2699	MET13	P2E11;P3B11;P3E02
2700	ERG25	P2E11
2701	CBP2	P2E11;P2C06
2702	PTM1	P2E11;P3G10;P2C02
2703	SEC39	P2E11;P1G11
2704	GTR1	P2E11
2705	FAR3	P2E11
2706	PDL32	P2E11
2707	TAT2	P2E11;P3D05;P3D05
2708	STD1	P2E11
2709	RPT5	P2E11
2710	TEF1	P2E11
2711	SNM1	P1H11
2712	CDS_IX_29415_30047	P1H11;P2C02
2713	HIS5	P1H11
2714	UTR2	P1H11;P2F07
2715	LSG1	P1H11
2716	ILV5	P1H11;P2D06;P3E11
2717	BLS1	P1H11
2718	CUZ1	P1H11;P3F03
2719	SCD5	P1H11;P1C07;P2C02
2720	MRX4	P1H11;P1C04
2721	SER33	P1B07
2722	NIC96	P1B07;P2B08
2723	KEG1	P1B07;P2C05
2724	DSD1	P1B07
2725	CUP2	P1B07
2726	PIH1	P1B07
2727	BOP2	P1B07
2728	VAC14	P1B07;P3E02
2729	PHO80	P1B07
2730	MRP2	P1B07
2731	OPT2	P1B07;P2E08
2732	GEM1	P3B08
2733	ITR1	P3B08;P3G10
2734	PFK1	P3B08
2735	VRP1	P3B08
2736	CRN1	P3B08;P2D06
2737	YRF1-4	P3B08
2738	MSN2	P3B08;P2B08;P3E02;P2C06;P2C02
2739	LCB1	P3B08;P1G08
2740	ALG9	P3B08;P2C06
2741	RCL1	P3B08
2742	SLI15	P2E06
2743	YCR079W;YCR079W	P2E06
2744	NOP14	P2E06;P2C02
2745	RGP1	P2E06;P3F03;P2D11
2746	ARG82	P2E06
2747	UGO1	P2E06
2748	PRB1	P2E06;P3G10
2749	SLO1	P2E06;P2E06
2750	MAD1	P2E06;P2C02
2751	RIM8	P2E06;P1F05
2752	ART5	P2E06
2753	PPT1	P2E06;P3D05;P2G04;P2C05;P2D11;P1C04
2754	CDS_VIII_85904_86989	P2E06
2755	HTD2	P2E06
2756	LSM12	P2E06
2757	GND1	P2E06
2758	CDS_X_197914_198594	P2E06
2759	GSM1	P2E06;P2D06;P3E02
2760	PEX1	P2E06;P2C02
2761	PHD1	P2E06;P2G04;P1F05
2762	SRN2	P2E06
2763	SYM1	P2E06
2764	CMP2	P2E06;P2C05
2765	COS1	P2E06;P1C09
2766	SEC21	P2E06
2767	WSC2	P2E06
2768	RPS3	P2E06
2769	HOL1	P2E06;P3E11
2770	RAD53	P2E06;P3F03
2771	HTS1	P2E06
2772	HOS1	P2E06
2773	NOT5	P2E06
2774	TDA6	P2E06;P1C04
2775	RBG1	P3F03
2776	FUN12	P3F03;P3F09;P2B08
2777	SEC18	P3F03;P3D05;P2G09
2778	STE50	P3F03
2779	LYS20	P3F03;P3F03
2780	ERP3	P3F03
2781	RAD57	P3F03
2782	CDC1	P3F03;P2D11;P2C06
2783	RAD9	P3F03
2784	TFB3	P3F03
2785	MXR1	P3F03
2786	DDI2	P3F03
2787	YFH7	P3F03;P1C04
2788	SEC27	P3F03
2789	CRM1	P3F03
2790	NOP19	P3F03
2791	YNG2	P3F03
2792	YAP1801	P3F03
2793	THP2	P3F03
2794	NIT2	P3F03
2795	RPE1	P3F03
2796	VPS53	P3F03
2797	RRN7	P3F03
2798	VPS55	P3F03
2799	SRP21	P3F03
2800	MTC2	P3F03
2801	SPC3	P3F03
2802	SOK2	P3F03
2803	SIP5	P3F03;P1C09;P2G04
2804	ALG11	P3F03
2805	HST1	P3F03;P1D03
2806	DGA1	P3F03
2807	MLH3	P3F03;P2C05;P2E08
2808	ERV2	P3F03
2809	MET16	P3F03
2810	GAL83	P1G11
2811	VHR2	P1G11;P2C11
2812	TIF4632	P1G11;P2D11
2813	MDH1	P1G11;P3E11
2814	PEP3	P1G11
2815	EST1	P1G11
2816	FBP1	P1G11
2817	GRX7	P3D05
2818	YRO2	P3D05
2819	CDC36	P3D05
2820	ENA1	P3D05;P2C05
2821	TRM1	P3D05
2822	ATP22	P3D05
2823	ESC2	P3D05
2824	DIT1	P3D05
2825	TRS31	P3D05
2826	SNF1	P3D05
2827	TRP5	P3D05
2828	BAT2	P3D05
2829	SEG2	P3D05
2830	MMO1	P3D05
2831	PIG1	P3D05
2832	RAD10	P3D05
2833	UFO1	P3D05
2834	TSA1	P3D05
2835	UNG1	P3D05;P2D06
2836	PKR1	P3D05
2837	SKY1	P3D05
2838	JNM1	P3D05
2839	HEF3	P3D05
2840	HRB1	P3D05;P3G09
2841	ARG8	P3D05
2842	GCY1	P3D05
2843	GET4	P3D05;P1F11
2844	MDL2	P3D05
2845	KEL3	P3D05;P2C05
2846	HFI1	P3D05
2847	SRP72	P3D05
2848	ISR1	P3D05
2849	YPR160W;YPR160C-A	P3D05
2850	GPH1	P3D05
2851	MAP2	P3G09;P3G09
2852	CDC34	P3G09;P2G04
2853	SER2	P3G09
2854	SBP1	P3G09
2855	GUT1	P3G09;P2C05
2856	DUR3	P3G09
2857	RRP14	P3G09
2858	YPT7	P3G09
2859	SEN15	P3G09
2860	MCK1	P3G09
2861	HXT11	P3G09;P2G04
2862	MED7	P3G09
2863	AFI1	P3G09
2864	RUP1	P3G09
2865	ISN1	P3G09;P2E08;P2B08
2866	ATG15	P1C09;P3E11
2867	CRF1	P1C09
2868	CHL4	P1C09;P1D03
2869	DSE1	P1C09
2870	GIC1	P1C09
2871	ECM5	P1C09
2872	PSE1	P1C09
2873	RRI2	P1C09
2874	PHR1	P1C09;P3G10
2875	MSD1	P1C09
2876	HTA2	P3C11
2877	PCS60	P3C11
2878	SNF5	P3C11
2879	RRP43	P3C11
2880	FUB1	P3C11;P1D03;P2G09
2881	MTC3	P3C11
2882	RRT6	P3C11
2883	SSY5	P3C11;P3B11
2884	RQT4	P3C11
2885	CFT2	P3C11
2886	RPA49	P3C11;P1C07;P2C06
2887	CRS1	P3C11;P1G08;P2D11
2888	SWM2	P3C11;P1C04
2889	LCB4	P3C11
2890	ARR3	P3C11
2891	FUN14	P2D08
2892	MED8	P2D08
2893	PSA1	P2D08
2894	YIA6	P2D08
2895	MAG1	P2D08;P3E02
2896	PUS5	P2D08
2897	PEX6	P2D08;P2C06
2898	DSC2	P2D08
2899	GSH2	P2D08
2900	CMK2	P2D08
2901	CSI2	P2D08
2902	ADE1	P2G04
2903	GAL10	P2G04
2904	RPL4A	P2G04
2905	IML3	P2G04
2906	RIB7	P2G04
2907	AGP1	P2G04
2908	PST2	P2G04
2909	VBA4	P2G04;P1C07
2910	CDS_IV_720860_721270	P2G04;P1C04
2911	CIA1	P2G04
2912	RQC1	P2G04
2913	DOT5	P2G04
2914	DAL2	P2G04
2915	SRB4	P2G04
2916	GCN20	P2G04
2917	PCL10	P2G04
2918	COQ8	P2G04;P3F09
2919	KXD1	P2G04
2920	TIM21	P2G04
2921	DBF2	P2G04
2922	RPS23A	P2G04
2923	MTR3	P2G04
2924	YGR184C;YGR184C	P2G04
2925	TDH3	P2G04
2926	COQ6	P2G04
2927	MSR1	P2G04
2928	ARP1	P2G04
2929	PTK2	P2G04;P3E02
2930	YSR3	P2G04
2931	KTR2	P2G04
2932	CRR1	P2G04
2933	BUD8	P2G04;P3E02
2934	CDS_XII_942021_943313	P2G04
2935	HOF1	P2G04
2936	RRB1	P2G04
2937	EGT2	P2G04;P3E02
2938	CNM67	P2G04
2939	SLZ1	P2G04
2940	FRE4	P2G04
2941	RTG1	P2G04
2942	UFE1	P2G04
2943	ECM3	P2G04;P1G08
2944	SLP1	P2G04
2945	RFC1	P2G04
2946	MIP1	P2G04;P2B08
2947	CIR2	P2G04;P3E02
2948	NIP100	P2G04;P2C05;P2C05;P2D11;P3F09
2949	MCM4	P2G04;P3E02
2950	SYN8	P3G10
2951	CDS_III_2824_3750	P3G10;P2B08
2952	RVB1	P3G10;P2C06
2953	RTN1	P3G10
2954	PEX5	P3G10
2955	HIM1	P3G10
2956	SHE9	P3G10
2957	RPL12A	P3G10
2958	FRD1	P3G10
2959	SPC25	P3G10
2960	FRS2	P3G10;P1C04
2961	CDC43	P3G10
2962	MDR1	P3G10;P1C07
2963	MIR1	P3G10
2964	TMH11	P3G10
2965	PXP2	P3G10;P2C02
2966	ATP25	P3G10;P3E02
2967	MUB1	P3G10
2968	RPD3	P3G10
2969	PIK1	P3G10;P3G10;P2C06
2970	RIO2	P3G10
2971	ENB1	P3G10;P2C02;P1C04
2972	SDH5	P3G10
2973	DCS2	P3G10
2974	RPT4	P3G10
2975	SNU66	P3G10
2976	FIT2	P3G10;P2F07
2977	VPS16	P3G10
2978	SUP45	P1G08
2979	LCB2	P1G08;P2G09
2980	ILT1	P1G08
2981	MFB1	P1G08
2982	ECM10	P1G08
2983	GPP2	P1G08
2984	SAE2	P1G08
2985	SPC105	P1G08
2986	LOH1	P1G08
2987	PLB2	P1G08
2988	PTP2	P1G08
2989	SOG2	P1G08
2990	MCM2	P2C05
2991	ECM31	P2C05
2992	FZO1	P2C05
2993	ERT1	P2C05;P2D06
2994	ARE1	P2C05
2995	TMA64	P2C05;P1C04
2996	ENT5	P2C05
2997	MSS116	P2C05
2998	SIP1	P2C05;P2D06
2999	PRM5	P2C05
3000	SPF1	P2C05
3001	PIC2	P2C05
3002	TSC11	P2C05
3003	SNO3	P2C05
3004	TPO2	P2C05
3005	SPS100	P2C05
3006	ENO2	P2C05
3007	GEF1	P2C05
3008	TPK3	P2C05
3009	FOX2	P2C05
3010	FPS1	P2C05
3011	SEI1	P2C05
3012	PUN1	P2C05
3013	CAR2	P2C05
3014	RPL6A	P2C05
3015	MSS1	P2C05
3016	CLN1	P2C05;P2D06;P2E08
3017	ERG12	P2C05
3018	ESBP6	P2C05
3019	PYP1	P2C05
3020	ESF2	P2C05
3021	SPE2	P2C05
3022	GAS5	P2C05
3023	CKA2	P2C05;P3B11
3024	LAS17	P2C05;P3E02;P2C06;P2C02
3025	CPA1	P2C05;P1F05
3026	ALD4	P2C05
3027	RPL5	P2C05
3028	HST2	P2C05
3029	MIS1	P2D11
3030	TAH1	P2D11
3031	HXT6	P2D11
3032	CIN10	P2D11
3033	AIM20	P2D11
3034	INP51	P2D11
3035	RTT105	P2D11
3036	HIS2	P2D11
3037	ERJ5	P2D11
3038	PMA1	P2D11;P2C02
3039	UTP22	P2D11
3040	THI4	P2D11
3041	SNU114	P2D11
3042	TUL1	P2D11;P3F09;P1E09;P2C11
3043	RPL8B	P2D11
3044	SMA2	P2D11;P3E11
3045	SUB1	P2D11
3046	TPS3	P2D11;P2D06;P2C02
3047	RIA1	P2D11;P3F09
3048	MSG5	P2D11
3049	SMF1	P2D11;P1F11
3050	ATX2	P2D11
3051	ALG5	P2D11
3052	MMS4	P1C07;P2C02
3053	MRPL28	P1C07;P1F11
3054	MRS1	P1C07
3055	GET2	P1C07;P2D06
3056	SHC1	P1C07
3057	MAM1	P1C07
3058	ITC1	P1C07
3059	CUE3	P1C07;P2C06
3060	VPS45	P1C07
3061	DYS1	P1C07
3062	SRP1	P1C07
3063	HHF2	P1C07
3064	WHI2	P1C07;P1F05
3065	PFY1	P1C07
3066	OYE3	P1C07
3067	BDH1	P2D06
3068	CDC19	P2D06;P3E02
3069	YPK3	P2D06
3070	NGR1	P2D06
3071	MGR1	P2D06
3072	PDI1	P2D06;P3F09;P2C11
3073	SYP1	P2D06
3074	ARO3	P2D06
3075	MET18	P2D06
3076	YEN1	P2D06;P3F09
3077	AIM9	P2D06
3078	SNZ3	P2D06
3079	ECO1	P2D06
3080	RAD54	P2D06
3081	ROM1	P2D06
3082	COX23	P2D06
3083	SPO12	P2D06
3084	NTA1	P2D06
3085	ECM27	P2D06;P2C02
3086	STR2	P2D06
3087	YKL211C;YKL211C	P2D06
3088	MRPL38	P2D06
3089	MHT1	P2D06
3090	KNS1	P2D06
3091	RGR1	P2D06;P1C04
3092	MID2	P2D06
3093	CAT2	P2D06
3094	GLO1	P2D06
3095	KAR5	P2D06;P1C04
3096	TIF34	P2D06
3097	CLA4	P2D06
3098	NRM1	P2D06;P3E02;P3E02
3099	THI20	P2D06
3100	PET127	P2D06
3101	CIN1	P2D06;P2B08
3102	TKL1	P2D06;P3E11
3103	URN1	P2D06
3104	SCS22	P3F09
3105	BUD5	P3F09
3106	YDL159W;YDL159W;YDL159C-B	P3F09
3107	TIR3	P3F09
3108	MNT2	P3F09;P3E02
3109	MRM2	P3F09
3110	APL6	P3F09;P3E02
3111	MRX12	P3F09
3112	IXR1	P3F09
3113	SPO14	P3F09;P3B11;P2G09
3114	STU2	P3F09
3115	SUR7	P3F09
3116	SPG5	P3F09;P2F07
3117	RPC82	P3F09
3118	PRP5	P1F11;P2C02;P1C04
3119	KAR4	P1F11
3120	MON1	P1F11
3121	TPO1	P1F11
3122	GSP2	P1F11
3123	DPC25	P1F11
3124	GIP4	P3B11;P3E11
3125	RAD18	P3B11
3126	ARP2	P3B11
3127	PLP1	P3B11
3128	RTT103	P3B11;P1D03
3129	IMP2'	P3B11
3130	NMA2	P3B11
3131	TRM5	P3B11
3132	CDC23	P3B11
3133	DPS1	P3B11
3134	SND2	P3B11
3135	TRM732	P3B11;P3E02
3136	RHO5	P3B11
3137	MRPL22	P3B11
3138	MSE1	P3B11
3139	BEM3	P3B11
3140	ELP4	P3B11
3141	NOG1	P3B11
3142	SRP54	P3B11;P2E08
3143	YDR421W;YDR421W	P2E08;P2B08
3144	EGH1	P2E08
3145	MIT1	P2E08
3146	ACA1	P2E08
3147	SAE3	P2E08
3148	DPB11	P2E08;P1C04
3149	MRPL31	P2E08
3150	UGP1	P2E08
3151	NUP53	P2E08;P2C06
3152	CPR8	P2E08
3153	BUB3	P2E08
3154	POS5	P2E08
3155	MRPL40	P2E08
3156	BNA4	P2B08
3157	SFA1	P2B08
3158	PSP1	P2B08
3159	CDC4	P2B08
3160	SIP2	P2B08
3161	RPL26B	P2B08
3162	COG2	P2B08
3163	SMC3	P2B08
3164	GLG1	P2B08;P2C02
3165	SPE4	P2B08;P2C02
3166	TRM12	P2B08
3167	HXT2	P2B08;P3E02
3168	GAT2	P2B08
3169	SIW14	P2B08
3170	ARK1	P2B08
3171	DSC3	P2B08
3172	YTM1	P2B08
3173	CDS_XV_970164_971480;CDS_XV_970164_971457	P2B08;P2G09
3174	DIM1	P2B08
3175	XBP1	P1E09
3176	SEH1	P1E09
3177	NUP120	P1E09
3178	CSL4	P1E09
3179	TFC3	P1F05
3180	PSY4	P1F05;P2C02
3181	COS2	P1F05;P1F05
3182	LYS21	P1F05
3183	VAM6	P1F05
3184	RSM24	P1F05
3185	RPP2B	P1F05
3186	TPM2	P1F05
3187	JHD1	P1F05;P2C06
3188	IOC3	P1F05
3189	PAL2	P1F05
3190	DOA1	P1F05
3191	UFD4	P1F05
3192	ECM9	P1F05
3193	HBS1	P1F05;P2C02
3194	MSL5	P1F05
3195	TRM9	P1F05
3196	PFK2	P1F05;P2C06
3197	SNO2	P1F05
3198	CDS_XIV_97203_101165	P1F05
3199	AAH1	P1F05
3200	NAF1	P1F05;P3E02
3201	ATP23	P1F05
3202	HST3	P1F05
3203	TBF1	P1F05;P3E02
3204	RIB5	P3E11
3205	NUS1	P3E11
3206	TSR1	P3E11
3207	ADK1	P3E11
3208	COI1	P3E11
3209	DYN2	P3E11
3210	RIB3	P3E11
3211	MAM33	P3E11
3212	PHM8	P3E11;P2C06
3213	PAU12	P3E11;P3E11;P3E11;P3E11;P3E11;P1C04
3214	POL31	P3E11
3215	SPC1	P3E11
3216	PCD1	P3E11
3217	TAF13	P3E11
3218	MFT1	P3E11
3219	PFS2	P3E11
3220	TIM23	P3E11
3221	AAD15	P3E11
3222	MSN1	P3E11
3223	ADH1	P3E11
3224	CAT5	P3E11
3225	MEI5	P3E11
3226	SEC17	P2F07;P3E02
3227	VTC2	P2F07
3228	PBS2	P2F07
3229	TTI1	P2F07
3230	MPD2	P2F07
3231	GLN4	P2F07
3232	PGC1	P2F07
3233	CDS1	P3E02
3234	RXT2	P3E02
3235	EXO5	P3E02
3236	FMP45	P3E02;P3E02;P1D03
3237	PRM7	P3E02
3238	DAS2	P3E02
3239	MCM21	P3E02
3240	VHR1	P3E02
3241	AGE2	P3E02
3242	LYS1	P3E02
3243	DOC1	P3E02
3244	LAM4	P3E02
3245	KOG1	P3E02
3246	RCY1	P3E02
3247	OAC1	P3E02
3248	PXL1	P3E02
3249	YLR261C;YLR262C	P3E02
3250	FOL3	P3E02
3251	REC114	P3E02
3252	CUS2	P3E02
3253	PSK2	P3E02
3254	IRC13	P3E02
3255	FSH3	P3E02
3256	YPL176C;YPL176C	P3E02;P1C04
3257	ECM23	P3E02
3258	PZF1	P3E02
3259	MOH1	P2C06
3260	UBX7	P2C06
3261	REF2	P2C06;P2C11
3262	DFM1	P2C06
3263	CYC7	P2C06
3264	AIM14	P2C06
3265	GTO1	P2C06
3266	ASK1	P2C06;P2C02
3267	GEX2	P2C06
3268	ENT4	P2C06
3269	MLH2	P2C06
3270	RIC1	P2C06
3271	ATR1	P2C06
3272	CCS1	P2C06
3273	YMR173W;YMR173W	P2C06
3274	ERG8	P2C06
3275	FCP1	P2C06;P2C06
3276	DUG3	P2C06
3277	IAI11	P2C11
3278	SND1	P2C11
3279	ARO2	P2C11
3280	SNA3	P2C11
3281	OST1	P2C11
3282	TRP3	P2C11
3283	DCW1	P2C11
3284	HOT1	P2C11
3285	SPP2	P2C11
3286	DSF2	P1D03
3287	ORC2	P1D03
3288	TRM7	P1D03
3289	YBR267W;YBR266C	P1D03
3290	LDB16	P1D03
3291	HEM12	P1D03
3292	SDH4	P1D03;P1D03
3293	POG1	P1D03
3294	MEI4	P1D03
3295	MRP13	P1D03;P2G09
3296	NOP7	P1D03
3297	GSH1	P1D03
3298	ALT1	P1D03
3299	MIC27	P1D03
3300	RCN2	P1D03
3301	PNT1	P1D03;P2G09
3302	YBL080C;YBL080C	P2C02
3303	CDS_II_221273_222595;CDS_II_221273_222577	P2C02
3304	YPC1	P2C02
3305	YBR263W;YBR263W	P2C02
3306	PPS1	P2C02
3307	EXP1	P2C02
3308	NSE4	P2C02
3309	HXT7	P2C02
3310	VPS74	P2C02
3311	FRQ1	P2C02
3312	LRS4	P2C02
3313	THI5	P2C02
3314	TOS3	P2C02
3315	YPP1	P2C02
3316	RTT102	P2C02
3317	MTC1	P2C02
3318	YJR079W;YJR080C	P2C02
3319	JJJ3	P2C02
3320	MIF2	P2C02
3321	PRI2	P2C02
3322	ERG27	P2C02
3323	DUS3	P2C02
3324	RAD33	P2C02
3325	GID8	P2C02
3326	VTI1	P2C02
3327	TGL3	P2C02;P1C04
3328	RPL18A	P2C02
3329	HRK1	P2C02
3330	TPO4	P2C02;P2C02
3331	RAX1	P2C02
3332	CUP9	P2C02
3333	OPY2	P2C02
3334	CLB2	P2C02
3335	SHR3	P2G09
3336	YFL024C;YFL024C	P2G09
3337	LSB1	P2G09
3338	YLF2	P2G09
3339	NRD1	P2G09
3340	MKS1	P2G09
3341	SHE1	P1C04
3342	EAF1	P1C04
3343	FYV10	P1C04
3344	FAF1	P1C04
3345	HAT2	P1C04
3346	NOP16	P1C04
3347	RRT5	P1C04
3348	TYS1	P1C04
3349	RPN10	P1C04
3350	IDS2	P1C04
3351	RTT101	P1C04
3352	RPL43B	P1C04
3353	DAL5	P1C04
3354	MIA40	P1C04
3355	RIF2	P1C04
3356	ADH3	P1C04
3357	YME2	P1C04
3358	TDA7	P1C04
3359	PRP2	P1C04
3360	SHR5	P1C04
3361	TFC7	P1C04
3362	YOR205C;YOR205C	P1C04
3363	RPL36B	P1C04
3364	COX11	P1C04
